file,lines,methods,providers,assertions,density,phpdoc_ep,phpdoc_sub,classification
Census/CensusOfDenmark1787Test.php,61,2,0,18,9.00,0,0,Smoke
Census/CensusOfDenmark1801Test.php,61,2,0,18,9.00,0,0,Smoke
Census/CensusOfDenmark1803Test.php,61,2,0,18,9.00,0,0,Smoke
Census/CensusOfDenmark1834Test.php,58,2,0,15,7.50,0,0,Smoke
Census/CensusOfDenmark1835Test.php,58,2,0,15,7.50,0,0,Smoke
Census/CensusOfDenmark1840Test.php,58,2,0,15,7.50,0,0,Smoke
Census/CensusOfDenmark1845Test.php,67,2,0,24,12.00,0,0,Smoke
Census/CensusOfDenmark1850Test.php,76,2,0,33,16.50,0,0,Smoke
Census/CensusOfDenmark1855Test.php,76,2,0,33,16.50,0,0,Smoke
Census/CensusOfDenmark1860Test.php,82,2,0,39,19.50,0,0,Smoke
Census/CensusOfDenmark1870Test.php,88,2,0,45,22.50,0,0,Smoke
Census/CensusOfDenmark1880Test.php,85,2,0,42,21.00,0,0,Smoke
Census/CensusOfDenmark1885Test.php,85,2,0,42,21.00,0,0,Smoke
Census/CensusOfDenmark1890Test.php,91,2,0,48,24.00,0,0,Smoke
Census/CensusOfDenmark1901Test.php,97,2,0,54,27.00,0,0,Smoke
Census/CensusOfDenmark1906Test.php,88,2,0,45,22.50,0,0,Smoke
Census/CensusOfDenmark1911Test.php,91,2,0,48,24.00,0,0,Smoke
Census/CensusOfDenmark1916Test.php,82,2,0,39,19.50,0,0,Smoke
Census/CensusOfDenmark1921Test.php,88,2,0,45,22.50,0,0,Smoke
Census/CensusOfDenmark1925Test.php,79,2,0,36,18.00,0,0,Smoke
Census/CensusOfDenmark1930Test.php,100,2,0,57,28.50,0,0,Smoke
Census/CensusOfDenmark1940Test.php,91,2,0,48,24.00,0,0,Smoke
Census/CensusOfDenmarkTest.php,72,3,0,25,8.33,0,0,Substantial
Census/CensusOfDeutschland1819Test.php,85,2,0,42,21.00,0,0,Smoke
Census/CensusOfDeutschland1867Test.php,115,2,0,72,36.00,0,0,Smoke
Census/CensusOfDeutschland1900Test.php,127,2,0,84,42.00,0,0,Smoke
Census/CensusOfDeutschland1919Test.php,97,2,0,54,27.00,0,0,Smoke
Census/CensusOfDeutschlandNL1867Test.php,100,2,0,57,28.50,0,0,Smoke
Census/CensusOfDeutschlandTest.php,55,3,0,8,2.67,0,0,Substantial
Census/CensusOfEngland1841Test.php,64,2,0,21,10.50,0,0,Smoke
Census/CensusOfEngland1851Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfEngland1861Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfEngland1871Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfEngland1881Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfEngland1891Test.php,79,2,0,36,18.00,0,0,Smoke
Census/CensusOfEngland1901Test.php,76,2,0,33,16.50,0,0,Smoke
Census/CensusOfEngland1911Test.php,94,2,0,51,25.50,0,0,Smoke
Census/CensusOfEnglandTest.php,59,3,0,12,4.00,0,0,Substantial
Census/CensusOfFrance1831Test.php,76,2,0,33,16.50,0,0,Smoke
Census/CensusOfFrance1836Test.php,76,2,0,33,16.50,0,0,Smoke
Census/CensusOfFrance1841Test.php,73,2,0,30,15.00,0,0,Smoke
Census/CensusOfFrance1846Test.php,76,2,0,33,16.50,0,0,Smoke
Census/CensusOfFrance1851Test.php,84,2,0,41,20.50,0,0,Smoke
Census/CensusOfFrance1856Test.php,76,2,0,33,16.50,0,0,Smoke
Census/CensusOfFrance1861Test.php,76,2,0,33,16.50,0,0,Smoke
Census/CensusOfFrance1866Test.php,76,2,0,33,16.50,0,0,Smoke
Census/CensusOfFrance1872Test.php,79,2,0,36,18.00,0,0,Smoke
Census/CensusOfFrance1876Test.php,79,2,0,36,18.00,0,0,Smoke
Census/CensusOfFrance1881Test.php,61,2,0,18,9.00,0,0,Smoke
Census/CensusOfFrance1886Test.php,64,2,0,21,10.50,0,0,Smoke
Census/CensusOfFrance1891Test.php,64,2,0,21,10.50,0,0,Smoke
Census/CensusOfFrance1896Test.php,64,2,0,21,10.50,0,0,Smoke
Census/CensusOfFrance1901Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfFrance1906Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfFrance1911Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfFrance1921Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfFrance1926Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfFrance1931Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfFrance1936Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfFrance1946Test.php,64,2,0,21,10.50,0,0,Smoke
Census/CensusOfFranceTest.php,72,3,0,25,8.33,0,0,Substantial
Census/CensusOfRhodeIsland1905Test.php,129,2,0,87,43.50,0,0,Smoke
Census/CensusOfRhodeIsland1915Test.php,83,2,0,42,21.00,0,0,Smoke
Census/CensusOfRhodeIsland1925Test.php,66,2,0,24,12.00,0,0,Smoke
Census/CensusOfRhodeIslandTest.php,53,3,0,6,2.00,0,0,Substantial
Census/CensusOfScotland1841Test.php,64,2,0,21,10.50,0,0,Smoke
Census/CensusOfScotland1851Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfScotland1861Test.php,73,2,0,30,15.00,0,0,Smoke
Census/CensusOfScotland1871Test.php,73,2,0,30,15.00,0,0,Smoke
Census/CensusOfScotland1881Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfScotland1891Test.php,82,2,0,39,19.50,0,0,Smoke
Census/CensusOfScotland1901Test.php,79,2,0,36,18.00,0,0,Smoke
Census/CensusOfScotland1911Test.php,100,2,0,57,28.50,0,0,Smoke
Census/CensusOfScotlandTest.php,59,3,0,12,4.00,0,0,Substantial
Census/CensusOfSlovakia1869Test.php,106,2,0,63,31.50,0,0,Smoke
Census/CensusOfSlovakia1930Test.php,127,2,0,84,42.00,0,0,Smoke
Census/CensusOfSlovakia1940Test.php,112,2,0,69,34.50,0,0,Smoke
Census/CensusOfSlovakiaTest.php,53,3,0,6,2.00,0,0,Substantial
Census/CensusOfUnitedStates1790Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfUnitedStates1800Test.php,88,2,0,45,22.50,0,0,Smoke
Census/CensusOfUnitedStates1810Test.php,88,2,0,45,22.50,0,0,Smoke
Census/CensusOfUnitedStates1820Test.php,142,2,0,99,49.50,0,0,Smoke
Census/CensusOfUnitedStates1830Test.php,199,2,0,156,78.00,0,0,Smoke
Census/CensusOfUnitedStates1840Test.php,163,2,0,120,60.00,0,0,Smoke
Census/CensusOfUnitedStates1850Test.php,79,2,0,36,18.00,0,0,Smoke
Census/CensusOfUnitedStates1860Test.php,82,2,0,39,19.50,0,0,Smoke
Census/CensusOfUnitedStates1870Test.php,100,2,0,57,28.50,0,0,Smoke
Census/CensusOfUnitedStates1880Test.php,115,2,0,72,36.00,0,0,Smoke
Census/CensusOfUnitedStates1890Test.php,118,2,0,75,37.50,0,0,Smoke
Census/CensusOfUnitedStates1900Test.php,124,2,0,81,40.50,0,0,Smoke
Census/CensusOfUnitedStates1910Test.php,133,2,0,90,45.00,0,0,Smoke
Census/CensusOfUnitedStates1920Test.php,118,2,0,75,37.50,0,0,Smoke
Census/CensusOfUnitedStates1930Test.php,130,2,0,87,43.50,0,0,Smoke
Census/CensusOfUnitedStates1940Test.php,139,2,0,96,48.00,0,0,Smoke
Census/CensusOfUnitedStates1950Test.php,109,2,0,66,33.00,0,0,Smoke
Census/CensusOfUnitedStatesTest.php,67,3,0,20,6.67,0,0,Substantial
Census/CensusOfWales1841Test.php,64,2,0,21,10.50,0,0,Smoke
Census/CensusOfWales1851Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfWales1861Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfWales1871Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfWales1881Test.php,70,2,0,27,13.50,0,0,Smoke
Census/CensusOfWales1891Test.php,82,2,0,39,19.50,0,0,Smoke
Census/CensusOfWales1901Test.php,79,2,0,36,18.00,0,0,Smoke
Census/CensusOfWales1911Test.php,97,2,0,54,27.00,0,0,Smoke
Census/CensusOfWalesTest.php,59,3,0,12,4.00,0,0,Substantial
Census/CensusTest.php,207,10,0,120,12.00,0,0,EP-complete
Census/RegisterOfEngland1939Test.php,70,2,0,27,13.50,0,0,Smoke
Census/RegisterOfScotland1939Test.php,70,2,0,27,13.50,0,0,Smoke
Census/RegisterOfWales1939Test.php,70,2,0,27,13.50,0,0,Smoke
ColorGeneratorTest.php,31,1,0,1,1.00,0,0,Stub
CommonMark/CensusTableContinueParserTest.php,32,1,0,1,1.00,0,0,Stub
CommonMark/CensusTableExtensionTest.php,32,1,0,1,1.00,0,0,Stub
CommonMark/CensusTableStartParserTest.php,32,1,0,1,1.00,0,0,Stub
CommonMark/XrefExtensionTest.php,32,1,0,1,1.00,0,0,Stub
CommonMark/XrefNodeTest.php,32,1,0,1,1.00,0,0,Stub
CommonMark/XrefParserTest.php,32,1,0,1,1.00,0,0,Stub
CommonMark/XrefRendererTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/AldfaerTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/AncestryTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/BrothersKeeperTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/FamilySearchTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/FamilyTreeBuilderTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/FamilyTreeMakerTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/Gedcom7Test.php,32,1,0,1,1.00,0,0,Stub
CustomTags/GedcomLTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/GeneatiqueTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/GenPlusWinTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/HeredisTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/LegacyTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/MyHeritageTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/PersonalAncestralFileTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/PhpGedViewTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/ProGenTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/ReunionTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/RootsMagicTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/TheMasterGenealogistTest.php,32,1,0,1,1.00,0,0,Stub
CustomTags/TheNextGenerationTest.php,32,1,0,1,1.00,0,0,Stub
Date/AbstractCalendarDateTest.php,112,3,0,19,6.33,0,0,Substantial
Date/FrenchDateTest.php,32,1,0,1,1.00,0,0,Stub
Date/GregorianDateTest.php,33,1,0,1,1.00,0,0,Stub
Date/HijriDateTest.php,32,1,0,1,1.00,0,0,Stub
Date/JalaliDateTest.php,32,1,0,1,1.00,0,0,Stub
Date/JewishDateTest.php,32,1,0,1,1.00,0,0,Stub
Date/JulianDateTest.php,33,1,0,1,1.00,0,0,Stub
Date/RomanDateTest.php,32,1,0,1,1.00,0,0,Stub
DateTest.php,31,1,0,1,1.00,0,0,Stub
DefaultUserTest.php,63,2,0,8,4.00,0,0,Smoke
Elements/AddressCityTest.php,34,0,0,0,0.00,0,0,Stub
Elements/AddressCountryTest.php,34,0,0,0,0.00,0,0,Stub
Elements/AddressEmailTest.php,34,0,0,0,0.00,0,0,Stub
Elements/AddressFaxTest.php,34,0,0,0,0.00,0,0,Stub
Elements/AddressLine1Test.php,34,0,0,0,0.00,0,0,Stub
Elements/AddressLine2Test.php,34,0,0,0,0.00,0,0,Stub
Elements/AddressLine3Test.php,34,0,0,0,0.00,0,0,Stub
Elements/AddressLineTest.php,41,1,0,3,3.00,0,0,Stub
Elements/AddressPostalCodeTest.php,41,1,0,3,3.00,0,0,Stub
Elements/AddressStateTest.php,34,0,0,0,0.00,0,0,Stub
Elements/AddressWebPageTest.php,34,0,0,0,0.00,0,0,Stub
Elements/AdoptedByWhichParentTest.php,41,1,0,3,3.00,0,0,Stub
Elements/AdoptionTest.php,34,0,0,0,0.00,0,0,Stub
Elements/AdultChristeningTest.php,34,0,0,0,0.00,0,0,Stub
Elements/AgeAtEventTest.php,55,2,0,10,5.00,0,0,Smoke
Elements/AncestralFileNumberTest.php,42,1,0,3,3.00,0,0,Stub
Elements/AnnulmentTest.php,34,0,0,0,0.00,0,0,Stub
Elements/ApprovedSystemIdTest.php,34,0,0,0,0.00,0,0,Stub
Elements/AttributeDescriptorTest.php,34,0,0,0,0.00,0,0,Stub
Elements/AutomatedRecordIdTest.php,34,0,0,0,0.00,0,0,Stub
Elements/BaptismTest.php,34,0,0,0,0.00,0,0,Stub
Elements/BarMitzvahTest.php,34,0,0,0,0.00,0,0,Stub
Elements/BasMitzvahTest.php,34,0,0,0,0.00,0,0,Stub
Elements/BirthTest.php,34,0,0,0,0.00,0,0,Stub
Elements/BlessingTest.php,34,0,0,0,0.00,0,0,Stub
Elements/BurialTest.php,34,0,0,0,0.00,0,0,Stub
Elements/CasteNameTest.php,34,0,0,0,0.00,0,0,Stub
Elements/CauseOfEventTest.php,34,0,0,0,0.00,0,0,Stub
Elements/CensusTest.php,36,0,0,0,0.00,0,0,Stub
Elements/CertaintyAssessmentTest.php,34,0,0,0,0.00,0,0,Stub
Elements/ChangeDateTest.php,34,0,0,0,0.00,0,0,Stub
Elements/ChangeTest.php,34,0,0,0,0.00,0,0,Stub
Elements/CharacterSetTest.php,41,1,0,3,3.00,0,0,Stub
Elements/ChildLinkageStatusTest.php,41,1,0,3,3.00,0,0,Stub
Elements/ChristeningTest.php,34,0,0,0,0.00,0,0,Stub
Elements/ConfirmationTest.php,34,0,0,0,0.00,0,0,Stub
Elements/ContentDescriptionTest.php,41,1,0,3,3.00,0,0,Stub
Elements/CoordinatesTest.php,32,1,0,1,1.00,0,0,Stub
Elements/CopyrightFileTest.php,34,0,0,0,0.00,0,0,Stub
Elements/CopyrightSourceDataTest.php,34,0,0,0,0.00,0,0,Stub
Elements/CountOfChildrenFamTest.php,32,1,0,1,1.00,0,0,Stub
Elements/CountOfChildrenTest.php,34,0,0,0,0.00,0,0,Stub
Elements/CountOfMarriagesTest.php,34,0,0,0,0.00,0,0,Stub
Elements/CreationTest.php,32,1,0,1,1.00,0,0,Stub
Elements/CremationTest.php,34,0,0,0,0.00,0,0,Stub
Elements/CustomElementTest.php,34,0,0,0,0.00,0,0,Stub
Elements/CustomEventTest.php,34,0,0,0,0.00,0,0,Stub
Elements/CustomFactTest.php,34,0,0,0,0.00,0,0,Stub
Elements/CustomFamilyEventTest.php,32,1,0,1,1.00,0,0,Stub
Elements/CustomIndividualEventTest.php,32,1,0,1,1.00,0,0,Stub
Elements/DateLdsOrdTest.php,34,0,0,0,0.00,0,0,Stub
Elements/DateValueExactTest.php,32,1,0,1,1.00,0,0,Stub
Elements/DateValueTest.php,42,1,0,1,1.00,0,0,Stub
Elements/DateValueTodayTest.php,32,1,0,1,1.00,0,0,Stub
Elements/DeathTest.php,34,0,0,0,0.00,0,0,Stub
Elements/DemographicDataTypeTest.php,41,1,0,3,3.00,0,0,Stub
Elements/DescriptiveTitleTest.php,41,1,0,3,3.00,0,0,Stub
Elements/DivorceFiledTest.php,34,0,0,0,0.00,0,0,Stub
Elements/DivorceTest.php,34,0,0,0,0.00,0,0,Stub
Elements/EmigrationTest.php,34,0,0,0,0.00,0,0,Stub
Elements/EmptyElementTest.php,34,0,0,0,0.00,0,0,Stub
Elements/EngagementTest.php,34,0,0,0,0.00,0,0,Stub
Elements/EventAttributeTypeTest.php,34,0,0,0,0.00,0,0,Stub
Elements/EventOrFactClassificationTest.php,34,0,0,0,0.00,0,0,Stub
Elements/EventsRecordedTest.php,40,1,0,2,2.00,0,0,Stub
Elements/EventTypeCitedFromTest.php,34,0,0,0,0.00,0,0,Stub
Elements/ExternalIdentifierTest.php,32,1,0,1,1.00,0,0,Stub
Elements/ExternalIdentifierTypeTest.php,32,1,0,1,1.00,0,0,Stub
Elements/FamilyCensusTest.php,32,1,0,1,1.00,0,0,Stub
Elements/FamilyEventTest.php,32,1,0,1,1.00,0,0,Stub
Elements/FamilyFactTest.php,32,1,0,1,1.00,0,0,Stub
Elements/FamilyNonEventTest.php,32,1,0,1,1.00,0,0,Stub
Elements/FamilyRecordTest.php,34,0,0,0,0.00,0,0,Stub
Elements/FamilySearchFamilyTreeIdTest.php,42,1,0,3,3.00,0,0,Stub
Elements/FamilyStatusTextTest.php,34,0,0,0,0.00,0,0,Stub
Elements/FileNameTest.php,41,1,0,3,3.00,0,0,Stub
Elements/FirstCommunionTest.php,34,0,0,0,0.00,0,0,Stub
Elements/FormTest.php,41,1,0,3,3.00,0,0,Stub
Elements/GedcomElementTest.php,34,0,0,0,0.00,0,0,Stub
Elements/GenerationsOfAncestorsTest.php,34,0,0,0,0.00,0,0,Stub
Elements/GenerationsOfDescendantsTest.php,34,0,0,0,0.00,0,0,Stub
Elements/GovIdentifierTest.php,41,1,0,3,3.00,0,0,Stub
Elements/GovIdTypeTest.php,34,0,0,0,0.00,0,0,Stub
Elements/GraduationTest.php,34,0,0,0,0.00,0,0,Stub
Elements/HeaderRecordTest.php,34,0,0,0,0.00,0,0,Stub
Elements/HierarchicalRelationshipTest.php,41,1,0,3,3.00,0,0,Stub
Elements/ImmigrationTest.php,34,0,0,0,0.00,0,0,Stub
Elements/IndividualEventTest.php,32,1,0,1,1.00,0,0,Stub
Elements/IndividualFactTest.php,32,1,0,1,1.00,0,0,Stub
Elements/IndividualNonEventTest.php,32,1,0,1,1.00,0,0,Stub
Elements/IndividualRecordTest.php,34,0,0,0,0.00,0,0,Stub
Elements/LanguageIdTest.php,42,1,0,4,4.00,0,0,Stub
Elements/LdsBaptismDateStatusTest.php,41,1,0,3,3.00,0,0,Stub
Elements/LdsBaptismTest.php,34,0,0,0,0.00,0,0,Stub
Elements/LdsChildSealingDateStatusTest.php,41,1,0,3,3.00,0,0,Stub
Elements/LdsChildSealingTest.php,34,0,0,0,0.00,0,0,Stub
Elements/LdsConfirmationTest.php,34,0,0,0,0.00,0,0,Stub
Elements/LdsEndowmentDateStatusTest.php,41,1,0,3,3.00,0,0,Stub
Elements/LdsEndowmentTest.php,34,0,0,0,0.00,0,0,Stub
Elements/LdsInitiatoryTest.php,32,1,0,1,1.00,0,0,Stub
Elements/LdsOrdinanceStatusTest.php,32,1,0,1,1.00,0,0,Stub
Elements/LdsSpouseSealingDateStatusTest.php,41,1,0,3,3.00,0,0,Stub
Elements/LdsSpouseSealingTest.php,34,0,0,0,0.00,0,0,Stub
Elements/LocationRecordTest.php,34,0,0,0,0.00,0,0,Stub
Elements/MaidenheadLocatorTest.php,46,1,0,8,8.00,0,0,Stub
Elements/MarriageBannsTest.php,34,0,0,0,0.00,0,0,Stub
Elements/MarriageContractTest.php,34,0,0,0,0.00,0,0,Stub
Elements/MarriageLicenceTest.php,34,0,0,0,0.00,0,0,Stub
Elements/MarriageSettlementTest.php,34,0,0,0,0.00,0,0,Stub
Elements/MarriageTest.php,34,0,0,0,0.00,0,0,Stub
Elements/MarriageTypeTest.php,41,1,0,3,3.00,0,0,Stub
Elements/MediaRecordTest.php,34,0,0,0,0.00,0,0,Stub
Elements/MultimediaFileReferenceTest.php,41,1,0,3,3.00,0,0,Stub
Elements/MultimediaFormatTest.php,47,1,0,9,9.00,0,0,Stub
Elements/NameOfBusinessTest.php,34,0,0,0,0.00,0,0,Stub
Elements/NameOfFamilyFileTest.php,34,0,0,0,0.00,0,0,Stub
Elements/NameOfProductTest.php,34,0,0,0,0.00,0,0,Stub
Elements/NameOfRepositoryTest.php,34,0,0,0,0.00,0,0,Stub
Elements/NameOfSourceDataTest.php,34,0,0,0,0.00,0,0,Stub
Elements/NamePersonalTest.php,34,0,0,0,0.00,0,0,Stub
Elements/NamePhoneticVariationTest.php,34,0,0,0,0.00,0,0,Stub
Elements/NamePieceGivenTest.php,34,0,0,0,0.00,0,0,Stub
Elements/NamePieceNicknameTest.php,34,0,0,0,0.00,0,0,Stub
Elements/NamePiecePrefixTest.php,34,0,0,0,0.00,0,0,Stub
Elements/NamePieceSuffixTest.php,34,0,0,0,0.00,0,0,Stub
